Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"48155065","1","48155066","","2018-01-02 11:57:23","","1","160","<p>I'm trying to update a Google Sheets add-on that gets AWS prices (<a href=""https://github.com/reeve/gs-aws-pricing-helper"" rel=""nofollow noreferrer"">https://github.com/reeve/gs-aws-pricing-helper</a>)</p>

<p>This has a dependency of <a href=""https://github.com/brucemcpherson/cCacheHandler"" rel=""nofollow noreferrer"">https://github.com/brucemcpherson/cCacheHandler</a></p>

<p>I've created a new project on my sheet and added all of the scripts from the AWS Pricing project. Using a function then fails with</p>

<pre><code>Error
ReferenceError: ""cCacheHandler"" is not defined. (line 48).
</code></pre>

<p>Any idea how this kind of dependency is installed?</p>
","246754","Anonymouslemming","","","","2018-01-08 17:21:17","How to add dependencies for Google Docs add-on development?","<google-sheets>","1","0","","",""
"48054253","2","","47975006","2018-01-02 00:00:30","","1","","<p>Well, you can do something similar using some tricks with overwriting the value of <code>this</code>. You probably should never try to do that though, <code>vtable</code> pointers aren't meant to be modified by hand.</p>

<p>To do what you described, we need to have the pointer to A's <code>vtable</code>. Our object <code>p</code> has only pointer to B's <code>vtable</code>, so we need to store second pointer in a field within A's constructor.</p>

<p>Here is the code:</p>

<pre><code>#include &lt;iostream&gt;
struct A{
    virtual void foo() { std::cout &lt;&lt; ""A::foo()"" &lt;&lt; std::endl; }
    int *a_vtable_ptr;
    // First, save value of A's vtable pointer in a separate variable.
    A() { a_vtable_ptr = *(int**)this; }
};

struct B:A{
    virtual void foo() { std::cout &lt;&lt; ""B::foo()"" &lt;&lt; std::endl; }
    void callBase(void (A::*f)()){
        int *my_vtable_ptr = *(int**)this;
        // Then modify vtable pointer of given object to one that corresponds to class A.
        *(int**)this = a_vtable_ptr;
        (this-&gt;*f)(); // Call the method as usual.
        // Restore the original vtable pointer.
        *(int**)this = my_vtable_ptr;
    }
};

// Function main() is not modified.
int main(){
    B* p=new B();
    void (A::*f)() = &amp;A::foo;
    p-&gt;callBase(f);
}
</code></pre>

<p>Output:</p>

<pre><code>A::foo()

Process finished with exit code 0
</code></pre>
","4722212","","","","","2018-01-02 00:00:30","","","","0","","",""
"48054254","2","","48017991","2018-01-02 00:00:55","","1","","<p>Use the <code>unicodeScalars</code> view on the string:</p>

<pre><code>let message1 = ""c\u{0327}"".decomposedStringWithCanonicalMapping
for scalar in message1.unicodeScalars {
    print(scalar) // print c and Combining Cedilla separately
}

let message2 = ""c\u{0327}"".precomposedStringWithCanonicalMapping
for scalar in message2.unicodeScalars {
    print(scalar) // print Latin Small Letter C with Cedilla
}
</code></pre>

<p>Note that not all composite characters have a precomposed form, as noted by <a href=""https://developer.apple.com/library/content/qa/qa1235/_index.html"" rel=""nofollow noreferrer"">Apple's Technical Q&amp;A</a>:</p>

<blockquote>
  <p><strong>Important:</strong> Do not convert to precomposed Unicode in an attempt to simplify your text processing. Precomposed Unicode can still contain composite characters. For example, there is no precomposed equivalent of U+0065 U+030A (LATIN SMALL LETTER E followed by COMBINING RING ABOVE)</p>
</blockquote>
","2538939","","","","","2018-01-02 00:00:55","","","","1","","",""
"48054255","2","","48054203","2018-01-02 00:01:09","","1","","<p>The error is telling you that you must have initialised the homeController property before you call super.init() which you don't do.</p>

<p>Change the code to this:</p>

<pre><code>override init(){
    self.homeController = HomeController()
    super.init()
    collectionView.dataSource = self
    collectionView.delegate = self

    collectionView.register(SettingsCell.self, forCellWithReuseIdentifier: cellID)
}
</code></pre>
","8111753","","","","","2018-01-02 00:01:09","","","","7","","",""
"48054258","2","","48054235","2018-01-02 00:01:43","","0","","<p>I'd personally save JUST the id as the key instead of title and storyId combined. I also wouldn't save the id inside of that as you can simply get a hold of the id by accessing the key like so <code>let id = snapshot.key</code>. Simply store the author and title inside it to be more efficient.</p>
","6406541","","","","","2018-01-02 00:01:43","","","","3","","",""
"48054259","2","","48049009","2018-01-02 00:01:50","","1","","<p>More precisely, as explained in ""<a href=""http://www-01.ibm.com/support/docview.wss?uid=swg21407966"" rel=""nofollow noreferrer"">How to find oid and uuid of an element in IBM Rational ClearCase</a>""</p>

<blockquote>
  <p>Every single object in a ClearCase VOB is referenced by its oid (""object ID"").<br>
  The oid is unique inside the VOB.<br>
  <strong>This does not apply only to file, but to all objects in the VOB.</strong></p>
  
  <ul>
  <li>Element</li>
  <li>Version</li>
  <li>Metadata</li>
  </ul>
  
  <p>ClearCase uses the oid internally. The oid is invisible for common user's operation. However, in some error messages, you see a reference to an oid. </p>
</blockquote>

<p>To find the oid from an object, you use :</p>

<pre><code>cleartool dump &lt;object&gt;
</code></pre>

<p>To find the object from an oid, you use :</p>

<pre><code>cleartool dump oid:&lt;object&gt;
</code></pre>

<p>For theses commands to work, you need to be in a view and in the corresponding VOB. This is necessary in order to generate the path/file name.</p>

<p><code>&lt;object&gt;</code> can be anything defined as an object for ClearCase. Like for instance:</p>

<ul>
<li>element <code>&lt;file&gt;@@</code></li>
<li>version <code>&lt;file&gt;</code> or <code>&lt;file&gt;@@\main\......</code></li>
<li>type <code>lbtype:&lt;name&gt;</code></li>
<li>VOB or replica object <code>vob:&lt;vobtag&gt;</code></li>
</ul>

<p>You can also run ""<code>cleartool describe -long oid:&lt;oid&gt;</code>"" on the oid while set in a view to the root of the VOB to which the element resides, and the output will return an element name.<br>
See ""<a href=""http://www-01.ibm.com/support/docview.wss?uid=swg21234502"" rel=""nofollow noreferrer"">Identifying elements by the source container path</a>""</p>
","6309","","","","","2018-01-02 00:01:50","","","","5","","",""
"48054262","2","","48054241","2018-01-02 00:03:09","","1","","<p>If you would like the whole name to be alphabetic you can simply add an <code>if</code> statement like this:</p>

<pre><code>if not name.isalpha():
    print(""wrong, your name can only include alphabetic characters"")
</code></pre>

<p>Or better fitting your short example:</p>

<pre><code>if not name.isalpha():
    raise ValueError
</code></pre>

<p>This will only accept input strings that don't contain any number at all.</p>

<p>If you would like to allow digits in your <code>name</code> as long as the name begins with a letter you could also have something like the following:</p>

<pre><code>if len(name) &lt; 1 or not name.isalnum() or not name[0].isalpha():
    raise ValueError
</code></pre>

<p>This checks first whether the name is at least 1 character long, then it checks whether the whole name consists solely of alphabetic characters and numbers, followed by a final check to see if the first character is an alphabetic character.</p>
","9129289","","9129289","","2018-01-02 00:17:02","2018-01-02 00:17:02","","","","0","","",""
"48054263","2","","48052531","2018-01-02 00:03:29","","0","","<p><code>realm.copyFromRealm()</code> was added in 0.87.0 (and <code>insert()</code> was added in 1.1.0), so you are using a version that is older than that. You most likely have this in your dependencies (in your module-level gradle file:</p>

<pre><code>dependencies {
    compile 'io.realm:realm-android:0.82.2' 
    // up to 0.87.5, although you have something older than 0.87.0
}
</code></pre>

<hr>

<p>Instead you should have the following, especially if this is a new project:</p>

<pre><code>buildscript {
    repositories {
        jcenter()
    }
    dependencies {
        classpath ""io.realm:realm-gradle-plugin:4.3.1""
    }
}
</code></pre>

<p>And</p>

<pre><code>apply plugin: 'com.android.application'
...
apply plugin: 'realm-android'
</code></pre>

<hr>

<p>If this is an old project with an old version of Realm, you might want to read through <a href=""https://stackoverflow.com/a/39974275/2413303"">my version migration guide</a>.</p>

<hr>

<p>Btw, your code would have a ton of <a href=""https://medium.com/@Zhuinden/understanding-realm-version-retention-and-synchronization-9a513c2445bb"" rel=""nofollow noreferrer"">cryptic errors</a> over time, so here is how you should fix it (use try-with-resources):</p>

<pre><code>        .flatMap(cooks -&gt; {
            try(Realm realm = Realm.getDefaultInstance()) {
                realm.executeTransaction(r -&gt; {
                    r.delete(PizzaViewDB.class);
                    //But here there is an error
                    r.insert(cooks);
            });
            return io.reactivex.Observable.just(cooks);
        })
        .onErrorResumeNext(throwable -&gt; {
            try(Realm realm = Realm.getDefaultInstance()) {
                // you *might* need realm.refresh() here but probably not
                RealmResults&lt;PizzaViewDB&gt; results = realm.where(PizzaViewDB.class).findAll();
                return io.reactivex.Observable.just(realm.copyFromRealm(results));
            }
        })
</code></pre>
","2413303","","2413303","","2018-01-02 01:10:56","2018-01-02 01:10:56","","","","0","","",""
"48054268","2","","466345","2018-01-02 00:04:19","","10","","<p>I personally like the solution using the <code>parser</code> module, which is the second Answer to this question and is beautiful, as you don't have to construct any string literals to get it working. However, one downside is that it is 90% slower than the accepted answer with <code>strptime</code>.</p>

<pre><code>from dateutil import parser
from datetime import datetime
import timeit

def dt():
    dt = parser.parse(""Jun 1 2005  1:33PM"")
def strptime():
    datetime_object = datetime.strptime('Jun 1 2005  1:33PM', '%b %d %Y %I:%M%p')

print(timeit.timeit(stmt=dt, number=10**5))
print(timeit.timeit(stmt=strptime, number=10**5))
&gt;10.70296801342902
&gt;1.3627995655316933
</code></pre>

<p>As long as you are not doing this <em>a million</em> times over and over again, I still  think the <code>parser</code> method is more convenient and will handle most of the time formats automatically.</p>
","1767754","","63550","","2018-05-23 23:06:10","2018-05-23 23:06:10","","","","0","","",""
"48054269","1","48054285","","2018-01-02 00:04:57","","0","46","<p>If I use <strong>tempfile.gettempdir()</strong> I receive the path to the Temp directory but the path is written with only small letters:</p>

<pre><code>c:\\users\\test\\appdata\\local\\temp
</code></pre>

<p>My problem is that I have a program that work with lists and add exception rules which are case sensitive. I need the path to be written as it's written in the CMD on the computer and if I use <strong>os.path.dirname(os.path.abspath())</strong></p>

<pre><code>C:\\Users\\Test\\AppData\\Local\\Temp
</code></pre>

<p>Any ideas how this can be achieved?</p>
","6502077","","","","","2018-01-02 00:08:27","Get TEMP directory path (case sensitive)","<python>","1","1","","",""
